X,Y,ELEV,ELEVATION
645191.560,4473955.180,1446.150024,1446.15
645191.870,4473955.280,1445.989990,1445.99
645192.190,4473955.400,1445.560059,1445.56
645192.500,4473955.520,1445.500000,1445.5
645192.870,4473955.640,1445.469971,1445.47
645193.190,4473955.780,1445.439941,1445.44
645193.500,4473955.930,1445.420044,1445.42
645193.870,4473956.110,1445.319946,1445.32
645194.250,4473956.300,1445.349976,1445.35
645194.630,4473956.500,1445.349976,1445.35
645195.000,4473956.700,1445.250000,1445.25
645195.310,4473956.920,1445.229980,1445.23
645195.690,4473957.160,1445.170044,1445.17
645196.000,4473957.420,1445.099976,1445.1
645196.370,4473957.700,1445.069946,1445.07
645196.690,4473957.980,1445.109985,1445.11
645197.000,4473958.260,1445.109985,1445.11
645197.310,4473958.540,1445.040039,1445.04
645197.620,4473958.840,1445.069946,1445.07
645197.880,4473959.130,1445.069946,1445.07
645198.190,4473959.400,1445.010010,1445.01
645198.440,4473959.670,1444.979980,1444.98
645198.750,4473959.900,1444.989990,1444.99
645199.060,4473960.150,1445.010010,1445.01
645199.370,4473960.410,1444.969971,1444.97
645199.690,4473960.660,1444.969971,1444.97
645200.060,4473960.900,1444.969971,1444.97
645200.440,4473961.170,1445.000000,1445
645200.810,4473961.440,1444.969971,1444.97
645201.190,4473961.760,1444.979980,1444.98
645201.560,4473962.080,1444.949951,1444.95
645201.940,4473962.410,1444.910034,1444.91
645202.250,4473962.730,1444.900024,1444.9
645202.620,4473963.060,1444.920044,1444.92
645203.000,4473963.390,1444.930054,1444.93
645203.380,4473963.740,1444.900024,1444.9
645203.810,4473964.080,1444.839966,1444.84
645204.190,4473964.410,1444.869995,1444.87
645204.560,4473964.750,1444.939941,1444.94
645205.000,4473965.100,1444.920044,1444.92
645205.370,4473965.440,1444.859985,1444.86
645205.750,4473965.780,1444.819946,1444.82
645206.120,4473966.130,1444.829956,1444.83
645206.560,4473966.470,1444.859985,1444.86
645206.940,4473966.790,1444.910034,1444.91
645207.310,4473967.120,1444.849976,1444.85
645207.750,4473967.450,1444.859985,1444.86
645208.130,4473967.790,1444.890015,1444.89
645208.560,4473968.130,1444.939941,1444.94
645208.940,4473968.460,1444.829956,1444.83
645209.310,4473968.770,1444.839966,1444.84
645209.690,4473969.070,1444.859985,1444.86
645210.060,4473969.360,1444.859985,1444.86
645210.440,4473969.650,1444.869995,1444.87
645210.810,4473969.940,1444.910034,1444.91
645211.250,4473970.220,1444.900024,1444.9
645211.690,4473970.530,1444.900024,1444.9
645212.060,4473970.810,1444.900024,1444.9
645212.500,4473971.140,1444.920044,1444.92
645212.870,4473971.480,1444.920044,1444.92
645213.310,4473971.850,1444.930054,1444.93
645213.750,4473972.220,1444.959961,1444.96
645200.560,4474011.180,1445.130005,1445.13
645199.940,4474010.790,1445.250000,1445.25
645199.310,4474010.390,1445.400024,1445.4
645198.690,4474009.970,1445.459961,1445.46
645198.060,4474009.550,1445.469971,1445.47
645197.440,4474009.120,1445.459961,1445.46
645196.810,4474008.680,1445.369995,1445.37
645196.130,4474008.250,1445.339966,1445.34
645195.500,4474007.830,1445.219971,1445.22
645194.810,4474007.410,1445.160034,1445.16
645194.120,4474006.990,1445.280029,1445.28
645193.440,4474006.570,1445.300049,1445.3
645192.750,4474006.150,1445.180054,1445.18
645192.130,4474005.730,1445.189941,1445.19
645191.370,4474005.320,1445.150024,1445.15
645190.690,4474004.910,1445.119995,1445.12
645190.000,4474004.480,1445.130005,1445.13
645189.310,4474004.050,1445.140015,1445.14
645188.690,4474003.630,1445.140015,1445.14
645188.000,4474003.200,1445.130005,1445.13
645187.310,4474002.770,1445.130005,1445.13
645186.620,4474002.290,1445.130005,1445.13
645185.940,4474001.850,1445.089966,1445.09
645185.310,4474001.430,1445.069946,1445.07
645184.690,4474001.010,1445.069946,1445.07
645184.000,4474000.580,1445.060059,1445.06
645183.380,4474000.160,1445.030029,1445.03
645182.690,4473999.730,1445.050049,1445.05
645182.000,4473999.300,1445.030029,1445.03
645181.310,4473998.880,1445.119995,1445.12
645180.620,4473998.550,1445.060059,1445.06
645179.940,4473998.240,1445.020020,1445.02
645179.250,4473997.990,1445.020020,1445.02
645178.560,4473997.770,1444.989990,1444.99
645177.810,4473997.580,1445.040039,1445.04
645177.120,4473997.410,1445.069946,1445.07
645176.380,4473997.270,1445.060059,1445.06
645175.690,4473997.130,1445.050049,1445.05
645175.000,4473996.990,1445.010010,1445.01
645174.380,4473996.860,1444.959961,1444.96
645173.750,4473996.730,1444.969971,1444.97
645173.000,4473996.530,1444.969971,1444.97
645172.370,4473996.320,1444.979980,1444.98
645171.810,4473996.070,1445.000000,1445
645171.190,4473995.800,1445.050049,1445.05
645170.560,4473995.480,1445.079956,1445.08
645170.000,4473995.120,1445.239990,1445.24
645169.440,4473994.790,1445.209961,1445.21
645169.000,4473994.500,1445.239990,1445.24
645168.500,4473994.210,1445.310059,1445.31
645168.000,4473993.930,1445.329956,1445.33
645167.560,4473993.640,1445.329956,1445.33
645167.130,4473993.340,1445.329956,1445.33
645166.750,4473993.050,1445.339966,1445.34
645166.310,4473992.760,1445.349976,1445.35
645165.940,4473992.500,1445.319946,1445.32
645165.500,4473992.270,1445.369995,1445.37
645165.190,4473992.080,1445.369995,1445.37
645164.810,4473991.900,1445.400024,1445.4
645164.440,4473991.750,1445.390015,1445.39
645164.120,4473991.610,1445.449951,1445.45
645163.750,4473991.480,1445.569946,1445.57
645163.500,4473991.350,1445.630005,1445.63
645163.190,4473991.220,1445.780029,1445.78
645162.940,4473991.090,1445.869995,1445.87
645162.690,4473990.960,1445.920044,1445.92
645162.500,4473990.830,1445.959961,1445.96
645162.250,4473990.710,1445.989990,1445.99
645162.130,4473990.590,1446.000000,1446
645161.940,4473990.470,1445.979980,1445.98
645161.810,4473990.360,1446.000000,1446
645161.750,4473990.260,1446.010010,1446.01
645161.620,4473990.130,1446.010010,1446.01
645142.810,4474011.380,1446.359985,1446.36
645142.940,4474011.230,1446.349976,1446.35
645143.000,4474011.170,1446.280029,1446.28
645143.190,4474011.130,1446.250000,1446.25
645143.370,4474011.120,1446.160034,1446.16
645143.630,4474011.140,1446.069946,1446.07
645143.810,4474011.180,1446.020020,1446.02
645144.060,4474011.220,1445.959961,1445.96
645144.380,4474011.240,1445.890015,1445.89
645144.750,4474011.330,1445.790039,1445.79
645145.120,4474011.420,1445.739990,1445.74
645142.750,4474010.780,1446.449951,1446.45
645143.000,4474010.500,1446.410034,1446.41
645143.190,4474010.350,1446.349976,1446.35
645143.310,4474010.220,1446.380005,1446.38
645143.560,4474010.120,1446.390015,1446.39
645143.750,4474010.080,1446.270020,1446.27
645143.940,4474010.080,1446.239990,1446.24
645144.120,4474010.090,1446.180054,1446.18
645144.310,4474010.110,1446.150024,1446.15
645144.560,4474010.170,1446.040039,1446.04
645144.750,4474010.240,1445.930054,1445.93
645145.000,4474010.340,1445.849976,1445.85
645145.250,4474010.440,1445.819946,1445.82
645145.500,4474010.570,1445.770020,1445.77
645145.750,4474010.740,1445.709961,1445.71
645146.000,4474010.910,1445.689941,1445.69
645146.310,4474011.050,1445.650024,1445.65
645146.560,4474011.200,1445.579956,1445.58
645146.810,4474011.370,1445.550049,1445.55
645197.650,4474010.850,1445.380005,1445.38
645201.170,4474005.740,1445.400024,1445.4
645202.900,4474001.060,1445.369995,1445.37
645206.180,4473996.010,1445.050049,1445.05
645207.470,4473991.090,1445.020020,1445.02
645210.770,4473985.790,1445.270020,1445.27
645212.310,4473980.930,1445.119995,1445.12
645181.110,4474005.800,1445.150024,1445.15
645183.800,4474003.010,1445.060059,1445.06
645186.950,4473996.520,1445.089966,1445.09
645189.510,4473993.760,1445.199951,1445.2
645192.800,4473987.320,1445.089966,1445.09
645195.520,4473984.560,1444.989990,1444.99
645198.680,4473977.900,1445.030029,1445.03
645201.240,4473975.000,1445.000000,1445
645204.220,4473968.210,1445.040039,1445.04
645206.770,4473965.240,1445.020020,1445.02
645209.630,4473958.550,1444.979980,1444.98
645212.340,4473955.690,1444.810059,1444.81
645159.970,4474010.040,1445.199951,1445.2
645162.170,4474006.170,1445.290039,1445.29
645165.720,4474002.740,1445.150024,1445.15
645168.030,4473998.780,1445.109985,1445.11
645171.650,4473995.350,1445.000000,1445
645173.900,4473991.320,1445.099976,1445.1
645177.570,4473987.700,1444.930054,1444.93
645179.600,4473983.280,1444.810059,1444.81
645183.390,4473979.260,1445.040039,1445.04
645185.320,4473975.030,1445.540039,1445.54
645188.710,4473970.680,1445.439941,1445.44
645190.350,4473966.490,1445.400024,1445.4
645193.530,4473962.190,1445.290039,1445.29
645195.430,4473957.910,1445.130005,1445.13
645199.040,4473953.910,1445.130005,1445.13
645201.090,4473949.630,1445.099976,1445.1
645204.820,4473945.570,1444.959961,1444.96
645206.990,4473941.150,1445.069946,1445.07
645210.820,4473936.860,1445.119995,1445.12
645212.940,4473932.280,1445.060059,1445.06
645147.190,4474009.860,1445.699951,1445.7
645148.960,4474008.420,1445.569946,1445.57
645151.110,4474004.710,1445.780029,1445.78
645152.890,4474003.400,1445.709961,1445.71
645155.240,4473999.890,1445.869995,1445.87
645157.190,4473998.640,1445.680054,1445.68
645160.020,4473995.200,1445.589966,1445.59
645162.100,4473994.030,1445.369995,1445.37
645164.960,4473990.290,1445.410034,1445.41
645167.180,4473989.010,1445.349976,1445.35
645170.270,4473984.930,1445.300049,1445.3
645172.570,4473983.550,1445.209961,1445.21
645175.930,4473978.900,1445.640015,1445.64
645178.570,4473977.050,1444.750000,1444.75
645181.410,4473971.640,1445.369995,1445.37
645183.420,4473969.440,1445.609985,1445.61
645185.520,4473965.230,1446.030029,1446.03
645186.940,4473961.960,1446.020020,1446.02
645189.340,4473958.250,1445.750000,1445.75
645190.190,4473954.770,1445.660034,1445.66
645192.540,4473951.340,1445.400024,1445.4
645193.590,4473947.770,1445.359985,1445.36
645196.250,4473944.280,1445.329956,1445.33
645197.730,4473940.540,1445.329956,1445.33
645200.830,4473937.060,1445.530029,1445.53
645202.730,4473933.500,1445.670044,1445.67
645205.910,4473930.020,1445.729980,1445.73
645213.750,4474020.040,1445.670044,1445.67
645213.190,4474019.680,1445.660034,1445.66
645212.620,4474019.340,1445.689941,1445.69
645212.120,4474019.010,1445.719971,1445.72
645211.560,4474018.680,1445.719971,1445.72
645211.000,4474018.350,1445.739990,1445.74
645210.440,4474018.020,1445.739990,1445.74
645209.870,4474017.690,1445.680054,1445.68
645209.310,4474017.350,1445.599976,1445.6
645208.750,4474017.010,1445.579956,1445.58
645208.250,4474016.660,1445.510010,1445.51
645207.690,4474016.320,1445.510010,1445.51
645207.190,4474015.970,1445.489990,1445.49
645206.690,4474015.630,1445.489990,1445.49
645206.120,4474015.300,1445.479980,1445.48
645205.560,4474014.960,1445.420044,1445.42
645205.060,4474014.610,1445.390015,1445.39
645204.560,4474014.240,1445.280029,1445.28
645204.060,4474013.860,1445.189941,1445.19
645203.560,4474013.450,1445.189941,1445.19
645203.120,4474013.080,1445.250000,1445.25
645202.620,4474012.710,1445.170044,1445.17
645202.120,4474012.330,1445.140015,1445.14
645201.620,4474011.950,1445.180054,1445.18
645201.130,4474011.560,1445.119995,1445.12
645142.750,4474011.830,1446.359985,1446.36
645142.750,4474011.500,1446.359985,1446.36
645145.560,4474011.540,1445.640015,1445.64
645147.560,4474012.280,1445.449951,1445.45
645148.750,4474012.810,1445.500000,1445.5
645149.940,4474013.450,1445.510010,1445.51
645150.440,4474013.760,1445.520020,1445.52
645150.940,4474014.120,1445.520020,1445.52
645151.440,4474014.490,1445.469971,1445.47
645151.870,4474014.950,1445.410034,1445.41
645142.310,4474011.900,1446.420044,1446.42
645142.440,4474011.530,1446.449951,1446.45
645147.120,4474011.550,1445.520020,1445.52
645147.370,4474011.730,1445.510010,1445.51
645147.690,4474011.910,1445.479980,1445.48
645147.940,4474012.100,1445.469971,1445.47
645148.190,4474012.300,1445.459961,1445.46
645148.440,4474012.510,1445.479980,1445.48
645148.690,4474012.720,1445.520020,1445.52
645148.940,4474012.940,1445.489990,1445.49
645149.190,4474013.170,1445.489990,1445.49
645149.440,4474013.410,1445.459961,1445.46
645149.690,4474013.660,1445.550049,1445.55
645150.000,4474013.930,1445.550049,1445.55
645150.250,4474014.220,1445.479980,1445.48
645150.560,4474014.540,1445.520020,1445.52
645150.810,4474014.880,1445.530029,1445.53
645151.130,4474015.270,1445.520020,1445.52
645151.440,4474015.660,1445.430054,1445.43
645151.750,4474016.100,1445.459961,1445.46
645152.060,4474016.530,1445.459961,1445.46
645152.370,4474016.970,1445.439941,1445.44
645152.690,4474017.430,1445.380005,1445.38
645153.000,4474017.900,1445.329956,1445.33
645153.310,4474018.380,1445.359985,1445.36
645153.690,4474018.870,1445.270020,1445.27
645154.000,4474019.330,1445.209961,1445.21
645154.310,4474019.780,1445.170044,1445.17
645154.690,4474020.210,1445.170044,1445.17
645155.000,4474020.640,1445.140015,1445.14
645155.380,4474021.050,1445.109985,1445.11
645155.750,4474021.470,1445.109985,1445.11
645156.120,4474021.890,1445.060059,1445.06
645156.500,4474022.290,1445.089966,1445.09
645156.870,4474022.670,1445.079956,1445.08
645157.190,4474023.020,1445.050049,1445.05
645157.560,4474023.350,1445.050049,1445.05
645157.940,4474023.690,1445.150024,1445.15
645158.250,4474024.030,1445.109985,1445.11
645158.690,4474024.360,1445.099976,1445.1
645159.000,4474024.690,1445.219971,1445.22
645159.440,4474025.010,1445.150024,1445.15
645159.750,4474025.320,1445.150024,1445.15
645160.190,4474025.630,1445.219971,1445.22
645160.560,4474025.930,1445.209961,1445.21
645160.940,4474026.220,1445.209961,1445.21
645161.310,4474026.510,1445.239990,1445.24
645161.750,4474026.840,1445.280029,1445.28
645162.130,4474027.170,1445.280029,1445.28
645162.560,4474027.500,1445.260010,1445.26
645162.940,4474027.850,1445.319946,1445.32
645163.370,4474028.190,1445.280029,1445.28
645163.750,4474028.510,1445.329956,1445.33
645164.120,4474028.840,1445.400024,1445.4
645164.500,4474029.180,1445.410034,1445.41
645164.880,4474029.510,1445.339966,1445.34
645165.310,4474029.880,1445.369995,1445.37
645165.750,4474030.250,1445.430054,1445.43
645166.120,4474030.620,1445.449951,1445.45
645166.560,4474030.970,1445.469971,1445.47
645166.940,4474031.310,1445.380005,1445.38
645167.310,4474031.620,1445.390015,1445.39
645167.690,4474031.920,1445.420044,1445.42
645168.060,4474032.230,1445.449951,1445.45
645168.500,4474032.490,1445.390015,1445.39
645168.870,4474032.750,1445.459961,1445.46
645169.310,4474033.020,1445.400024,1445.4
645169.690,4474033.280,1445.410034,1445.41
645170.120,4474033.540,1445.400024,1445.4
645170.560,4474033.830,1445.359985,1445.36
645171.000,4474034.130,1445.359985,1445.36
645171.500,4474034.450,1445.390015,1445.39
645171.940,4474034.780,1445.449951,1445.45
645172.370,4474035.150,1445.449951,1445.45
645172.810,4474035.520,1445.430054,1445.43
645173.250,4474035.890,1445.449951,1445.45
645173.690,4474036.250,1445.540039,1445.54
645174.130,4474036.600,1445.579956,1445.58
645174.560,4474036.950,1445.619995,1445.62
645175.060,4474037.360,1445.579956,1445.58
645175.560,4474037.700,1445.520020,1445.52
645176.000,4474038.030,1445.510010,1445.51
645176.440,4474038.400,1445.469971,1445.47
645176.940,4474038.780,1445.479980,1445.48
645177.370,4474039.110,1445.489990,1445.49
645177.870,4474039.450,1445.569946,1445.57
645178.310,4474039.820,1445.550049,1445.55
645178.810,4474040.200,1445.579956,1445.58
645179.310,4474040.590,1445.569946,1445.57
645179.810,4474040.990,1445.540039,1445.54
645180.310,4474041.380,1445.599976,1445.6
645180.810,4474041.790,1445.579956,1445.58
645181.310,4474042.190,1445.609985,1445.61
645181.750,4474042.600,1445.589966,1445.59
645182.250,4474043.010,1445.560059,1445.56
645182.810,4474043.490,1445.560059,1445.56
645183.250,4474043.870,1445.489990,1445.49
645183.690,4474044.230,1445.349976,1445.35
645184.060,4474044.600,1445.349976,1445.35
645184.500,4474044.960,1445.369995,1445.37
645184.940,4474045.300,1445.459961,1445.46
645185.380,4474045.640,1445.380005,1445.38
645185.750,4474046.010,1445.400024,1445.4
645186.190,4474046.370,1445.459961,1445.46
645186.620,4474046.720,1445.530029,1445.53
645187.000,4474047.070,1445.510010,1445.51
645187.380,4474047.420,1445.469971,1445.47
645187.810,4474047.790,1445.410034,1445.41
645188.190,4474048.160,1445.380005,1445.38
645188.560,4474048.520,1445.250000,1445.25
645188.940,4474048.890,1445.280029,1445.28
645189.310,4474049.250,1445.319946,1445.32
645189.690,4474049.610,1445.319946,1445.32
645190.060,4474049.950,1445.319946,1445.32
645190.500,4474050.290,1445.310059,1445.31
645190.940,4474050.610,1445.369995,1445.37
645191.370,4474050.940,1445.380005,1445.38
645191.870,4474051.270,1445.260010,1445.26
645192.310,4474051.610,1445.260010,1445.26
645192.810,4474051.970,1445.260010,1445.26
645193.250,4474052.300,1445.260010,1445.26
645193.750,4474052.640,1445.260010,1445.26
645194.250,4474052.960,1445.260010,1445.26
645194.750,4474053.290,1445.430054,1445.43
645195.310,4474053.650,1445.319946,1445.32
645195.810,4474053.950,1445.319946,1445.32
645196.310,4474054.230,1445.530029,1445.53
645196.880,4474054.530,1445.640015,1445.64
645197.440,4474054.840,1445.640015,1445.64
645198.000,4474055.150,1445.640015,1445.64
645198.560,4474055.460,1445.640015,1445.64
645199.250,4474055.820,1445.640015,1445.64
645199.810,4474056.140,1445.640015,1445.64
645200.440,4474056.480,1445.609985,1445.61
645201.130,4474056.840,1445.609985,1445.61
645201.750,4474057.150,1445.550049,1445.55
645202.380,4474057.510,1445.520020,1445.52
645203.060,4474057.860,1445.609985,1445.61
645203.690,4474058.190,1445.670044,1445.67
645204.370,4474058.510,1445.699951,1445.7
645205.000,4474058.800,1445.739990,1445.74
645205.690,4474059.100,1445.640015,1445.64
645206.310,4474059.420,1445.589966,1445.59
645206.940,4474059.760,1445.530029,1445.53
645207.560,4474060.110,1445.479980,1445.48
645208.190,4474060.500,1445.459961,1445.46
645208.750,4474060.890,1445.420044,1445.42
645209.310,4474061.340,1445.300049,1445.3
645209.870,4474061.800,1445.140015,1445.14
645210.440,4474062.310,1445.270020,1445.27
645210.940,4474062.820,1445.329956,1445.33
645211.370,4474063.340,1445.329956,1445.33
645211.870,4474063.850,1445.140015,1445.14
645212.380,4474064.420,1445.050049,1445.05
645212.940,4474064.930,1445.109985,1445.11
645213.440,4474065.390,1445.099976,1445.1
645213.940,4474065.860,1445.199951,1445.2
645131.690,4474050.440,1444.760010,1444.76
645132.060,4474050.550,1444.819946,1444.82
645132.440,4474050.680,1444.849976,1444.85
645132.870,4474050.820,1444.920044,1444.92
645133.250,4474050.960,1444.900024,1444.9
645133.620,4474051.110,1444.920044,1444.92
645134.000,4474051.270,1444.869995,1444.87
645134.310,4474051.450,1444.839966,1444.84
645134.690,4474051.660,1444.790039,1444.79
645135.060,4474051.900,1444.760010,1444.76
645135.440,4474052.140,1444.760010,1444.76
645135.870,4474052.380,1444.780029,1444.78
645136.310,4474052.650,1444.880005,1444.88
645136.750,4474052.920,1444.819946,1444.82
645137.250,4474053.220,1444.790039,1444.79
645137.690,4474053.500,1444.849976,1444.85
645138.190,4474053.760,1444.910034,1444.91
645138.690,4474054.040,1444.969971,1444.97
645139.190,4474054.330,1444.979980,1444.98
645139.690,4474054.600,1444.969971,1444.97
645140.190,4474054.860,1444.979980,1444.98
645140.750,4474055.100,1444.979980,1444.98
645141.310,4474055.340,1444.959961,1444.96
645141.870,4474055.600,1444.969971,1444.97
645142.440,4474055.860,1444.979980,1444.98
645142.940,4474056.090,1445.040039,1445.04
645143.500,4474056.320,1445.000000,1445
645144.120,4474056.550,1445.140015,1445.14
645144.690,4474056.760,1445.219971,1445.22
645145.310,4474056.970,1445.280029,1445.28
645145.870,4474057.220,1445.290039,1445.29
645146.500,4474057.480,1445.250000,1445.25
645147.060,4474057.710,1445.339966,1445.34
645147.620,4474057.950,1445.310059,1445.31
645148.310,4474058.270,1445.400024,1445.4
645149.440,4474058.760,1445.449951,1445.45
645150.310,4474059.170,1445.420044,1445.42
645150.880,4474059.470,1445.469971,1445.47
645151.500,4474059.760,1445.420044,1445.42
645152.120,4474060.050,1445.359985,1445.36
645152.690,4474060.350,1445.430054,1445.43
645153.190,4474060.660,1445.430054,1445.43
645153.690,4474060.970,1445.540039,1445.54
645154.120,4474061.300,1445.550049,1445.55
645154.560,4474061.640,1445.540039,1445.54
645154.940,4474062.000,1445.530029,1445.53
645155.380,4474062.360,1445.560059,1445.56
645155.750,4474062.720,1445.579956,1445.58
645156.060,4474063.080,1445.569946,1445.57
645156.500,4474063.450,1445.589966,1445.59
645156.940,4474063.820,1445.619995,1445.62
645157.370,4474064.190,1445.579956,1445.58
645157.810,4474064.560,1445.520020,1445.52
645158.250,4474064.940,1445.469971,1445.47
645158.690,4474065.330,1445.469971,1445.47
645159.060,4474065.720,1445.579956,1445.58
645159.500,4474066.090,1445.599976,1445.6
645159.940,4474066.460,1445.640015,1445.64
645160.440,4474066.860,1445.619995,1445.62
645160.940,4474067.250,1445.569946,1445.57
645161.370,4474067.620,1445.449951,1445.45
645161.940,4474068.000,1445.579956,1445.58
645162.500,4474068.370,1445.579956,1445.58
645163.000,4474068.750,1445.489990,1445.49
645163.560,4474069.130,1445.500000,1445.5
645164.060,4474069.540,1445.560059,1445.56
645164.630,4474069.950,1445.589966,1445.59
645165.190,4474070.340,1445.530029,1445.53
645165.750,4474070.730,1445.630005,1445.63
645166.310,4474071.140,1445.630005,1445.63
645166.880,4474071.550,1445.640015,1445.64
645167.440,4474071.950,1445.680054,1445.68
645168.060,4474072.350,1445.599976,1445.6
645168.690,4474072.740,1445.540039,1445.54
645169.380,4474073.210,1445.550049,1445.55
645170.000,4474073.590,1445.530029,1445.53
645170.560,4474073.930,1445.550049,1445.55
645171.190,4474074.270,1445.560059,1445.56
645171.750,4474074.600,1445.550049,1445.55
645172.370,4474074.940,1445.510010,1445.51
645172.940,4474075.270,1445.449951,1445.45
645173.500,4474075.610,1445.390015,1445.39
645174.130,4474075.950,1445.369995,1445.37
645174.690,4474076.290,1445.359985,1445.36
645175.250,4474076.620,1445.380005,1445.38
645175.750,4474076.970,1445.390015,1445.39
645176.310,4474077.320,1445.359985,1445.36
645176.870,4474077.630,1445.420044,1445.42
645177.370,4474077.950,1445.359985,1445.36
645177.940,4474078.270,1445.589966,1445.59
645178.500,4474078.590,1445.680054,1445.68
645179.000,4474078.910,1445.650024,1445.65
645179.560,4474079.260,1445.550049,1445.55
645180.060,4474079.630,1445.390015,1445.39
645180.620,4474079.970,1445.380005,1445.38
645181.130,4474080.310,1445.280029,1445.28
645181.620,4474080.650,1445.300049,1445.3
645182.190,4474080.990,1445.290039,1445.29
645182.810,4474081.310,1445.560059,1445.56
645183.380,4474081.630,1445.569946,1445.57
645184.060,4474081.970,1445.530029,1445.53
645184.690,4474082.240,1445.550049,1445.55
645185.310,4474082.490,1445.510010,1445.51
645186.000,4474082.730,1445.359985,1445.36
645186.620,4474082.960,1445.489990,1445.49
645187.310,4474083.180,1445.550049,1445.55
645187.940,4474083.410,1445.609985,1445.61
645188.620,4474083.670,1445.609985,1445.61
645189.250,4474083.920,1445.609985,1445.61
645189.940,4474084.160,1445.670044,1445.67
645190.690,4474084.400,1445.699951,1445.7
645191.560,4474084.700,1445.660034,1445.66
645192.250,4474084.950,1445.660034,1445.66
645192.940,4474085.190,1445.709961,1445.71
645193.690,4474085.440,1445.780029,1445.78
645194.310,4474085.690,1445.760010,1445.76
645194.940,4474085.960,1445.739990,1445.74
645195.620,4474086.200,1445.729980,1445.73
645196.310,4474086.440,1445.689941,1445.69
645197.000,4474086.690,1445.619995,1445.62
645197.620,4474086.940,1445.609985,1445.61
645198.310,4474087.180,1445.569946,1445.57
645199.000,4474087.440,1445.359985,1445.36
645199.690,4474087.680,1445.310059,1445.31
645200.500,4474087.980,1445.400024,1445.4
645201.190,4474088.240,1445.369995,1445.37
645201.870,4474088.530,1445.349976,1445.35
645202.560,4474088.820,1445.270020,1445.27
645203.380,4474089.160,1445.369995,1445.37
645204.060,4474089.460,1445.310059,1445.31
645204.750,4474089.760,1445.209961,1445.21
645205.500,4474090.080,1445.329956,1445.33
645206.190,4474090.430,1445.280029,1445.28
645206.940,4474090.800,1445.239990,1445.24
645207.620,4474091.140,1445.290039,1445.29
645208.310,4474091.520,1445.260010,1445.26
645209.000,4474091.900,1445.250000,1445.25
645209.690,4474092.310,1445.339966,1445.34
645210.250,4474092.680,1445.400024,1445.4
645210.810,4474093.040,1445.310059,1445.31
645211.370,4474093.420,1445.130005,1445.13
645211.940,4474093.810,1445.209961,1445.21
645212.500,4474094.170,1445.290039,1445.29
645213.120,4474094.530,1445.510010,1445.51
645213.750,4474094.890,1445.459961,1445.46
645213.330,4474061.210,1445.390015,1445.39
645175.020,4474091.150,1445.599976,1445.6
645178.580,4474086.540,1445.380005,1445.38
645181.020,4474080.680,1445.780029,1445.78
645183.220,4474077.920,1445.300049,1445.3
645185.830,4474071.730,1445.410034,1445.41
645189.220,4474066.530,1445.670044,1445.67
645191.960,4474060.560,1445.250000,1445.25
645194.050,4474057.880,1445.540039,1445.54
645196.600,4474051.870,1445.680054,1445.68
645198.760,4474048.790,1445.500000,1445.5
645200.920,4474042.450,1445.260010,1445.26
645202.970,4474039.420,1445.489990,1445.49
645204.950,4474033.130,1445.670044,1445.67
645205.950,4474029.800,1445.520020,1445.52
645208.720,4474024.850,1445.219971,1445.22
645210.160,4474020.320,1445.780029,1445.78
645213.050,4474015.530,1445.219971,1445.22
645149.610,4474094.860,1445.589966,1445.59
645152.610,4474089.510,1445.609985,1445.61
645154.210,4474084.870,1445.430054,1445.43
645157.430,4474079.650,1445.709961,1445.71
645159.030,4474075.110,1445.560059,1445.56
645162.180,4474069.970,1445.430054,1445.43
645164.760,4474063.840,1445.609985,1445.61
645168.100,4474058.800,1445.630005,1445.63
645170.120,4474054.280,1445.430054,1445.43
645173.840,4474049.410,1445.560059,1445.56
645176.140,4474044.890,1445.670044,1445.67
645179.910,4474039.970,1445.510010,1445.51
645182.280,4474035.390,1445.390015,1445.39
645185.820,4474030.040,1445.260010,1445.26
645189.680,4474025.250,1445.219971,1445.22
645191.870,4474020.510,1445.170044,1445.17
645195.650,4474015.570,1445.310059,1445.31
645133.950,4474096.040,1445.280029,1445.28
645135.750,4474089.370,1445.319946,1445.32
645137.700,4474086.280,1445.109985,1445.11
645139.610,4474079.700,1445.119995,1445.12
645141.700,4474076.800,1445.229980,1445.23
645143.910,4474070.400,1445.239990,1445.24
645146.000,4474067.550,1445.270020,1445.27
645148.300,4474061.320,1445.390015,1445.39
645150.420,4474058.420,1445.459961,1445.46
645152.900,4474052.180,1445.510010,1445.51
645155.260,4474049.190,1445.410034,1445.41
645158.140,4474042.900,1445.339966,1445.34
645160.630,4474040.040,1445.339966,1445.34
645163.800,4474033.740,1445.400024,1445.4
645166.350,4474030.880,1445.390015,1445.39
645169.590,4474024.530,1445.359985,1445.36
645172.240,4474021.640,1445.380005,1445.38
645175.430,4474015.300,1445.359985,1445.36
645178.000,4474012.330,1445.189941,1445.19
645132.250,4474055.590,1444.780029,1444.78
645135.240,4474051.150,1444.949951,1444.95
645136.440,4474046.690,1445.010010,1445.01
645139.530,4474042.380,1444.930054,1444.93
645140.940,4474038.060,1444.900024,1444.9
645144.320,4474034.010,1445.030029,1445.03
645145.790,4474029.810,1445.239990,1445.24
645148.960,4474025.660,1445.170044,1445.17
645150.730,4474021.450,1445.239990,1445.24
645154.240,4474017.550,1445.270020,1445.27
645156.270,4474013.600,1445.199951,1445.2
645132.250,4474033.560,1445.400024,1445.4
645134.050,4474031.850,1445.290039,1445.29
645135.770,4474027.360,1445.329956,1445.33
