X,Y,ELEV,ELEVATION
645699.510,4473265.840,1446.219971,1446.22
645703.820,4473263.400,1446.109985,1446.11
645707.280,4473260.790,1446.219971,1446.22
645629.210,4473291.000,1446.020020,1446.02
645634.480,4473286.640,1446.180054,1446.18
645640.300,4473283.420,1446.099976,1446.1
645644.520,4473280.120,1446.089966,1446.09
645650.450,4473276.620,1446.089966,1446.09
645654.560,4473273.140,1445.969971,1445.97
645660.410,4473269.570,1445.900024,1445.9
645667.120,4473264.430,1445.869995,1445.87
645670.860,4473262.150,1446.020020,1446.02
645676.570,4473257.700,1445.869995,1445.87
645681.350,4473253.230,1445.800049,1445.8
645685.140,4473249.470,1445.900024,1445.9
645628.010,4473269.250,1445.359985,1445.36
645633.420,4473263.730,1445.479980,1445.48
645637.150,4473261.730,1445.520020,1445.52
645642.450,4473256.220,1445.489990,1445.49
645645.960,4473254.220,1445.479980,1445.48
645651.550,4473248.820,1445.589966,1445.59
645631.420,4473256.980,1445.670044,1445.67
645634.590,4473255.140,1445.709961,1445.71
645639.380,4473250.090,1445.810059,1445.81
645629.100,4473250.860,1446.550049,1446.55
645632.010,4473249.070,1446.069946,1446.07
645670.690,4473412.830,1446.209961,1446.21
645671.440,4473413.420,1446.010010,1446.01
645671.940,4473413.840,1446.180054,1446.18
645672.690,4473414.630,1446.239990,1446.24
645673.250,4473415.240,1446.229980,1446.23
645673.690,4473415.840,1446.130005,1446.13
645674.190,4473416.560,1446.020020,1446.02
645674.620,4473417.110,1446.150024,1446.15
645675.060,4473417.670,1446.300049,1446.3
645648.750,4473418.070,1446.250000,1446.25
645648.940,4473417.430,1446.130005,1446.13
645651.440,4473409.310,1446.530029,1446.53
645651.560,4473408.940,1446.569946,1446.57
645651.750,4473408.690,1446.609985,1446.61
645652.000,4473408.520,1446.619995,1446.62
645652.190,4473408.410,1446.589966,1446.59
645652.560,4473408.350,1446.550049,1446.55
645652.810,4473408.420,1446.510010,1446.51
645653.060,4473408.540,1446.449951,1446.45
645653.250,4473408.720,1446.420044,1446.42
645653.440,4473408.930,1446.400024,1446.4
645653.630,4473409.170,1446.380005,1446.38
645653.870,4473409.420,1446.349976,1446.35
645654.130,4473409.690,1446.290039,1446.29
645654.370,4473410.030,1446.290039,1446.29
645654.620,4473410.330,1446.319946,1446.32
645654.940,4473410.690,1446.209961,1446.21
645655.250,4473411.010,1446.209961,1446.21
645655.500,4473411.300,1446.239990,1446.24
645655.880,4473411.590,1446.199951,1446.2
645656.190,4473411.880,1446.199951,1446.2
645656.500,4473412.160,1446.189941,1446.19
645656.810,4473412.440,1446.119995,1446.12
645657.120,4473412.730,1446.030029,1446.03
645657.440,4473413.010,1446.020020,1446.02
645657.750,4473413.280,1446.069946,1446.07
645658.000,4473413.550,1446.109985,1446.11
645658.370,4473413.900,1446.089966,1446.09
645658.690,4473414.190,1446.160034,1446.16
645658.940,4473414.460,1446.199951,1446.2
645659.190,4473414.730,1446.199951,1446.2
645659.370,4473415.020,1446.109985,1446.11
645659.560,4473415.290,1446.040039,1446.04
645659.690,4473415.560,1446.140015,1446.14
645659.750,4473415.840,1446.170044,1446.17
645659.880,4473416.110,1446.140015,1446.14
645660.000,4473416.440,1446.140015,1446.14
645660.000,4473416.780,1446.060059,1446.06
645660.120,4473417.080,1446.160034,1446.16
645660.190,4473417.390,1446.229980,1446.23
645660.380,4473417.750,1446.130005,1446.13
645660.560,4473418.080,1446.119995,1446.12
645680.120,4473417.930,1446.180054,1446.18
645679.870,4473417.360,1446.119995,1446.12
645679.620,4473416.770,1446.180054,1446.18
645679.440,4473416.190,1446.109985,1446.11
645679.190,4473415.610,1446.119995,1446.12
645679.000,4473415.020,1446.119995,1446.12
645678.750,4473414.440,1446.140015,1446.14
645678.560,4473413.860,1446.229980,1446.23
645678.380,4473413.240,1446.189941,1446.19
645678.130,4473412.620,1446.250000,1446.25
645677.940,4473412.050,1446.300049,1446.3
645677.750,4473411.570,1446.270020,1446.27
645677.560,4473411.110,1446.189941,1446.19
645677.310,4473410.740,1446.280029,1446.28
645677.060,4473410.370,1446.310059,1446.31
645676.810,4473410.050,1446.369995,1446.37
645676.500,4473409.740,1446.369995,1446.37
645676.190,4473409.430,1446.349976,1446.35
645675.940,4473409.130,1446.410034,1446.41
645675.630,4473408.830,1446.430054,1446.43
645675.310,4473408.490,1446.410034,1446.41
645675.000,4473408.150,1446.359985,1446.36
645674.750,4473407.770,1446.199951,1446.2
645674.500,4473407.390,1446.189941,1446.19
645674.250,4473406.990,1446.319946,1446.32
645674.000,4473406.590,1446.359985,1446.36
645673.750,4473406.170,1446.459961,1446.46
645673.500,4473405.720,1446.469971,1446.47
645673.250,4473405.310,1446.500000,1446.5
645673.060,4473404.930,1446.469971,1446.47
645672.810,4473404.570,1446.469971,1446.47
645672.620,4473404.240,1446.449951,1446.45
645672.370,4473403.910,1446.349976,1446.35
645672.190,4473403.610,1446.290039,1446.29
645672.000,4473403.320,1446.290039,1446.29
645671.750,4473403.030,1446.300049,1446.3
645671.560,4473402.760,1446.310059,1446.31
645671.310,4473402.500,1446.310059,1446.31
645671.130,4473402.240,1446.219971,1446.22
645670.870,4473401.940,1446.160034,1446.16
645670.620,4473401.620,1446.280029,1446.28
645670.440,4473401.300,1446.260010,1446.26
645670.190,4473400.990,1446.229980,1446.23
645670.000,4473400.680,1446.069946,1446.07
645669.750,4473400.390,1446.130005,1446.13
645669.500,4473400.100,1446.280029,1446.28
645669.250,4473399.800,1446.219971,1446.22
645669.000,4473399.550,1446.270020,1446.27
645668.750,4473399.300,1446.290039,1446.29
645668.500,4473399.110,1446.380005,1446.38
645668.310,4473398.930,1446.459961,1446.46
645668.120,4473398.740,1446.579956,1446.58
645667.940,4473398.560,1446.569946,1446.57
645667.750,4473398.390,1446.579956,1446.58
645678.500,4473389.840,1446.619995,1446.62
645678.750,4473389.530,1446.660034,1446.66
645678.870,4473389.400,1446.670044,1446.67
645679.000,4473389.270,1446.699951,1446.7
645679.120,4473389.200,1446.699951,1446.7
645679.250,4473389.180,1446.630005,1446.63
645679.370,4473389.220,1446.619995,1446.62
645679.500,4473389.290,1446.589966,1446.59
645679.690,4473389.390,1446.569946,1446.57
645679.750,4473389.530,1446.489990,1446.49
645679.870,4473389.710,1446.459961,1446.46
645680.000,4473389.900,1446.390015,1446.39
645680.120,4473390.110,1446.359985,1446.36
645680.250,4473390.320,1446.329956,1446.33
645680.380,4473390.540,1446.319946,1446.32
645680.560,4473390.760,1446.310059,1446.31
645680.810,4473391.000,1446.260010,1446.26
645681.000,4473391.230,1446.260010,1446.26
645681.250,4473391.450,1446.339966,1446.34
645681.560,4473391.660,1446.400024,1446.4
645681.810,4473391.890,1446.500000,1446.5
645682.060,4473392.120,1446.359985,1446.36
645682.310,4473392.360,1446.310059,1446.31
645682.630,4473392.600,1446.390015,1446.39
645682.870,4473392.840,1446.469971,1446.47
645683.130,4473393.080,1446.520020,1446.52
645683.370,4473393.320,1446.520020,1446.52
645683.690,4473393.540,1446.530029,1446.53
645683.940,4473393.780,1446.479980,1446.48
645684.190,4473394.010,1446.410034,1446.41
645684.500,4473394.240,1446.430054,1446.43
645684.750,4473394.470,1446.469971,1446.47
645684.940,4473394.710,1446.469971,1446.47
645685.190,4473394.960,1446.479980,1446.48
645685.380,4473395.220,1446.479980,1446.48
645685.620,4473395.470,1446.439941,1446.44
645685.810,4473395.720,1446.479980,1446.48
645686.000,4473395.980,1446.520020,1446.52
645686.190,4473396.260,1446.510010,1446.51
645686.370,4473396.540,1446.510010,1446.51
645686.500,4473396.820,1446.510010,1446.51
645686.690,4473397.070,1446.530029,1446.53
645686.870,4473397.320,1446.520020,1446.52
645687.000,4473397.580,1446.469971,1446.47
645687.130,4473397.840,1446.489990,1446.49
645687.250,4473398.110,1446.459961,1446.46
645687.440,4473398.370,1446.500000,1446.5
645687.560,4473398.630,1446.520020,1446.52
645687.690,4473398.900,1446.510010,1446.51
645687.810,4473399.180,1446.479980,1446.48
645687.940,4473399.460,1446.479980,1446.48
645688.000,4473399.740,1446.479980,1446.48
645688.130,4473400.020,1446.410034,1446.41
645688.190,4473400.290,1446.349976,1446.35
645688.310,4473400.550,1446.410034,1446.41
645688.440,4473400.820,1446.400024,1446.4
645688.560,4473401.090,1446.380005,1446.38
645688.690,4473401.360,1446.380005,1446.38
645688.810,4473401.640,1446.380005,1446.38
645688.940,4473401.920,1446.380005,1446.38
645689.060,4473402.200,1446.380005,1446.38
645689.250,4473402.470,1446.369995,1446.37
645689.380,4473402.730,1446.390015,1446.39
645689.500,4473403.010,1446.400024,1446.4
645689.690,4473403.290,1446.439941,1446.44
645689.810,4473403.580,1446.380005,1446.38
645690.000,4473403.870,1446.349976,1446.35
645690.120,4473404.140,1446.349976,1446.35
645690.310,4473404.440,1446.319946,1446.32
645690.440,4473404.720,1446.280029,1446.28
645690.620,4473404.990,1446.250000,1446.25
645690.750,4473405.260,1446.250000,1446.25
645690.940,4473405.570,1446.250000,1446.25
645691.060,4473405.920,1446.180054,1446.18
645691.190,4473406.240,1446.209961,1446.21
645691.310,4473406.570,1446.189941,1446.19
645691.500,4473406.900,1446.160034,1446.16
645691.630,4473407.230,1446.130005,1446.13
645691.750,4473407.570,1446.089966,1446.09
645691.870,4473407.900,1446.099976,1446.1
645692.000,4473408.240,1446.150024,1446.15
645692.190,4473408.610,1446.189941,1446.19
645692.310,4473408.980,1446.229980,1446.23
645692.440,4473409.360,1446.260010,1446.26
645692.560,4473409.730,1446.290039,1446.29
645692.750,4473410.170,1446.339966,1446.34
645692.880,4473410.530,1446.380005,1446.38
645693.000,4473410.890,1446.380005,1446.38
645693.190,4473411.270,1446.300049,1446.3
645693.310,4473411.660,1446.189941,1446.19
645693.500,4473412.020,1446.180054,1446.18
645693.690,4473412.370,1446.280029,1446.28
645693.810,4473412.700,1446.339966,1446.34
645694.000,4473413.050,1446.290039,1446.29
645694.190,4473413.410,1446.180054,1446.18
645694.310,4473413.760,1446.270020,1446.27
645694.500,4473414.120,1446.339966,1446.34
645694.690,4473414.460,1446.339966,1446.34
645694.880,4473414.810,1446.280029,1446.28
645695.060,4473415.170,1446.209961,1446.21
645695.190,4473415.520,1446.209961,1446.21
645695.370,4473415.870,1446.219971,1446.22
645695.500,4473416.220,1446.239990,1446.24
645695.620,4473416.580,1446.260010,1446.26
645695.750,4473416.940,1446.310059,1446.31
645695.940,4473417.300,1446.219971,1446.22
645696.060,4473417.640,1446.180054,1446.18
645696.190,4473417.970,1446.239990,1446.24
645709.630,4473402.820,1446.349976,1446.35
645709.440,4473402.080,1446.390015,1446.39
645709.190,4473401.460,1446.469971,1446.47
645708.940,4473400.550,1446.469971,1446.47
645708.750,4473399.940,1446.410034,1446.41
645708.560,4473399.360,1446.369995,1446.37
645708.370,4473398.770,1446.300049,1446.3
645708.250,4473398.190,1446.310059,1446.31
645708.000,4473397.630,1446.329956,1446.33
645707.810,4473397.100,1446.369995,1446.37
645707.620,4473396.590,1446.339966,1446.34
645707.440,4473396.100,1446.300049,1446.3
645707.190,4473395.590,1446.430054,1446.43
645706.940,4473395.080,1446.469971,1446.47
645706.750,4473394.560,1446.449951,1446.45
645706.500,4473394.050,1446.400024,1446.4
645706.380,4473393.540,1446.369995,1446.37
645706.190,4473393.040,1446.400024,1446.4
645706.000,4473392.540,1446.479980,1446.48
645705.810,4473392.050,1446.449951,1446.45
645705.620,4473391.550,1446.439941,1446.44
645705.440,4473391.090,1446.410034,1446.41
645705.250,4473390.630,1446.420044,1446.42
645705.060,4473390.200,1446.430054,1446.43
645704.940,4473389.770,1446.380005,1446.38
645704.750,4473389.350,1446.250000,1446.25
645704.560,4473388.930,1446.280029,1446.28
645704.370,4473388.540,1446.390015,1446.39
645704.190,4473388.130,1446.380005,1446.38
645704.000,4473387.720,1446.410034,1446.41
645703.750,4473387.300,1446.410034,1446.41
645703.560,4473386.860,1446.420044,1446.42
645703.380,4473386.430,1446.380005,1446.38
645703.120,4473385.990,1446.400024,1446.4
645702.940,4473385.570,1446.430054,1446.43
645702.690,4473385.150,1446.489990,1446.49
645702.440,4473384.730,1446.530029,1446.53
645702.250,4473384.310,1446.569946,1446.57
645702.000,4473383.870,1446.589966,1446.59
645701.810,4473383.440,1446.609985,1446.61
645701.620,4473383.010,1446.640015,1446.64
645701.440,4473382.600,1446.670044,1446.67
645701.310,4473382.200,1446.609985,1446.61
645701.250,4473381.810,1446.569946,1446.57
645701.130,4473381.430,1446.540039,1446.54
645671.380,4473341.560,1446.729980,1446.73
645671.440,4473341.720,1446.810059,1446.81
645671.440,4473341.800,1446.780029,1446.78
645671.440,4473341.870,1446.660034,1446.66
645671.380,4473341.950,1446.709961,1446.71
645671.380,4473342.030,1446.589966,1446.59
645671.250,4473342.090,1446.640015,1446.64
645671.250,4473342.070,1446.630005,1446.63
645671.250,4473341.990,1446.609985,1446.61
645671.190,4473341.900,1446.609985,1446.61
645671.130,4473341.780,1446.670044,1446.67
645671.000,4473341.620,1446.609985,1446.61
645670.940,4473341.460,1446.650024,1446.65
645670.810,4473341.270,1446.650024,1446.65
645670.690,4473341.060,1446.650024,1446.65
645670.560,4473340.790,1446.650024,1446.65
645670.500,4473340.510,1446.640015,1446.64
645670.310,4473340.170,1446.619995,1446.62
645670.190,4473339.820,1446.589966,1446.59
645670.060,4473339.400,1446.609985,1446.61
645669.880,4473339.010,1446.619995,1446.62
645669.750,4473338.560,1446.650024,1446.65
645669.560,4473338.110,1446.619995,1446.62
645669.440,4473337.650,1446.650024,1446.65
645669.250,4473337.060,1446.640015,1446.64
645669.130,4473336.490,1446.609985,1446.61
645668.940,4473335.890,1446.569946,1446.57
645668.810,4473335.300,1446.619995,1446.62
645668.690,4473334.710,1446.630005,1446.63
645668.500,4473334.120,1446.640015,1446.64
645668.250,4473333.470,1446.609985,1446.61
645627.250,4473337.660,1446.010010,1446.01
645627.560,4473338.100,1446.050049,1446.05
645627.870,4473338.580,1446.079956,1446.08
645628.250,4473339.100,1446.099976,1446.1
645628.690,4473339.650,1446.089966,1446.09
645629.000,4473340.090,1446.130005,1446.13
645629.310,4473340.530,1446.140015,1446.14
645629.750,4473341.060,1446.199951,1446.2
645630.120,4473341.520,1446.170044,1446.17
645630.500,4473341.990,1446.199951,1446.2
645630.940,4473342.500,1446.290039,1446.29
645631.370,4473342.980,1446.280029,1446.28
645631.750,4473343.430,1446.189941,1446.19
645632.250,4473343.930,1446.199951,1446.2
645632.620,4473344.400,1446.250000,1446.25
645633.060,4473344.920,1446.239990,1446.24
645633.440,4473345.400,1446.189941,1446.19
645633.810,4473345.870,1446.229980,1446.23
645634.370,4473346.540,1446.229980,1446.23
645634.810,4473347.120,1446.199951,1446.2
645635.250,4473347.650,1446.260010,1446.26
645635.630,4473348.130,1446.229980,1446.23
645636.000,4473348.590,1446.229980,1446.23
645636.370,4473349.060,1446.219971,1446.22
645636.810,4473349.540,1446.130005,1446.13
645637.190,4473350.030,1446.180054,1446.18
645637.620,4473350.520,1446.180054,1446.18
645638.060,4473351.100,1446.180054,1446.18
645638.500,4473351.580,1446.140015,1446.14
645638.870,4473352.060,1446.130005,1446.13
645639.250,4473352.550,1446.170044,1446.17
645639.620,4473353.080,1446.180054,1446.18
645639.940,4473353.520,1446.239990,1446.24
645640.250,4473353.940,1446.229980,1446.23
645640.440,4473354.400,1446.229980,1446.23
645640.630,4473354.810,1446.219971,1446.22
645640.750,4473355.220,1446.250000,1446.25
645640.940,4473355.720,1446.280029,1446.28
645641.120,4473356.140,1446.290039,1446.29
645641.370,4473356.560,1446.349976,1446.35
645641.560,4473356.870,1446.349976,1446.35
645641.810,4473357.160,1446.390015,1446.39
645642.000,4473357.380,1446.420044,1446.42
645642.250,4473357.560,1446.420044,1446.42
645642.440,4473357.660,1446.469971,1446.47
645642.620,4473357.730,1446.489990,1446.49
645642.750,4473357.770,1446.459961,1446.46
645667.060,4473343.180,1446.719971,1446.72
645666.940,4473343.340,1446.719971,1446.72
645666.810,4473343.460,1446.689941,1446.69
645666.690,4473343.550,1446.750000,1446.75
645666.630,4473343.610,1446.689941,1446.69
645666.560,4473343.550,1446.689941,1446.69
645666.500,4473343.450,1446.680054,1446.68
645666.370,4473343.300,1446.689941,1446.69
645666.190,4473343.100,1446.680054,1446.68
645666.000,4473342.880,1446.650024,1446.65
645665.750,4473342.680,1446.650024,1446.65
645665.560,4473342.440,1446.660034,1446.66
645665.310,4473342.220,1446.619995,1446.62
645665.060,4473341.970,1446.640015,1446.64
645664.810,4473341.700,1446.640015,1446.64
645664.560,4473341.290,1446.640015,1446.64
645664.380,4473340.850,1446.609985,1446.61
645664.250,4473340.460,1446.599976,1446.6
645664.120,4473340.040,1446.640015,1446.64
645663.940,4473339.570,1446.609985,1446.61
645663.750,4473339.060,1446.619995,1446.62
645663.560,4473338.590,1446.560059,1446.56
645663.440,4473338.160,1446.550049,1446.55
645663.250,4473337.690,1446.560059,1446.56
645663.000,4473337.270,1446.540039,1446.54
645662.750,4473336.880,1446.500000,1446.5
645662.500,4473336.530,1446.469971,1446.47
645662.190,4473336.240,1446.410034,1446.41
645661.940,4473335.980,1446.390015,1446.39
645661.690,4473335.710,1446.400024,1446.4
645661.440,4473335.430,1446.329956,1446.33
645661.190,4473335.060,1446.310059,1446.31
645660.880,4473334.580,1446.229980,1446.23
645660.620,4473334.080,1446.239990,1446.24
645660.250,4473333.460,1446.239990,1446.24
645629.450,4473339.560,1446.160034,1446.16
645633.000,4473338.150,1446.069946,1446.07
645637.690,4473334.850,1445.979980,1445.98
645651.230,4473417.420,1446.060059,1446.06
645654.030,4473416.060,1445.930054,1445.93
645658.240,4473412.480,1446.280029,1446.28
645661.070,4473411.060,1446.180054,1446.18
645665.330,4473407.550,1446.079956,1446.08
645668.010,4473406.260,1446.229980,1446.23
645672.200,4473403.050,1446.510010,1446.51
645674.990,4473401.730,1446.400024,1446.4
645679.390,4473398.750,1446.280029,1446.28
645682.120,4473397.620,1446.400024,1446.4
645686.580,4473394.960,1446.560059,1446.56
645689.430,4473393.800,1446.579956,1446.58
645693.910,4473391.170,1446.500000,1446.5
645696.440,4473389.730,1446.680054,1446.68
645700.740,4473387.880,1446.609985,1446.61
645703.810,4473386.080,1446.560059,1446.56
645708.330,4473384.510,1446.619995,1446.62
645695.120,4473414.400,1446.290039,1446.29
645698.540,4473412.600,1446.380005,1446.38
645703.740,4473408.750,1446.260010,1446.26
645707.150,4473406.980,1446.359985,1446.36
645627.370,4473492.930,1446.719971,1446.72
645627.750,4473492.940,1446.790039,1446.79
645628.060,4473492.960,1446.790039,1446.79
645628.440,4473492.990,1446.800049,1446.8
645628.810,4473493.040,1446.800049,1446.8
645629.190,4473493.100,1446.790039,1446.79
645629.500,4473493.170,1446.780029,1446.78
645629.810,4473493.240,1446.780029,1446.78
645630.190,4473493.310,1446.790039,1446.79
645630.500,4473493.390,1446.800049,1446.8
645630.880,4473493.470,1446.810059,1446.81
645631.250,4473493.590,1446.839966,1446.84
645642.620,4473488.330,1446.680054,1446.68
645642.560,4473488.110,1446.650024,1446.65
645642.380,4473487.570,1446.599976,1446.6
645642.190,4473487.150,1446.540039,1446.54
645642.000,4473486.860,1446.500000,1446.5
645641.870,4473486.550,1446.479980,1446.48
645641.620,4473486.240,1446.459961,1446.46
645641.370,4473485.820,1446.439941,1446.44
645640.940,4473485.190,1446.410034,1446.41
645640.630,4473484.730,1446.420044,1446.42
645640.310,4473484.260,1446.459961,1446.46
645640.060,4473483.830,1446.469971,1446.47
645639.750,4473483.400,1446.459961,1446.46
645639.440,4473482.960,1446.439941,1446.44
645639.060,4473482.410,1446.400024,1446.4
645638.750,4473481.890,1446.390015,1446.39
645638.380,4473481.320,1446.430054,1446.43
645637.940,4473480.700,1446.420044,1446.42
645637.560,4473480.120,1446.459961,1446.46
645637.190,4473479.630,1446.459961,1446.46
645636.870,4473479.130,1446.459961,1446.46
645636.500,4473478.630,1446.479980,1446.48
645636.060,4473478.000,1446.479980,1446.48
645635.380,4473477.110,1446.469971,1446.47
645634.690,4473476.190,1446.459961,1446.46
645634.310,4473475.670,1446.459961,1446.46
645633.880,4473475.160,1446.469971,1446.47
645633.500,4473474.660,1446.469971,1446.47
645633.060,4473474.150,1446.439941,1446.44
645632.370,4473473.300,1446.459961,1446.46
645632.000,4473472.810,1446.420044,1446.42
645631.630,4473472.320,1446.390015,1446.39
645631.190,4473471.810,1446.380005,1446.38
645630.750,4473471.290,1446.390015,1446.39
645630.310,4473470.730,1446.359985,1446.36
645629.870,4473470.170,1446.369995,1446.37
645629.250,4473469.520,1446.430054,1446.43
645628.310,4473468.340,1446.290039,1446.29
645627.810,4473467.770,1446.260010,1446.26
645627.370,4473443.790,1445.920044,1445.92
645627.750,4473444.210,1445.939941,1445.94
645628.060,4473444.510,1445.869995,1445.87
645628.310,4473444.810,1445.880005,1445.88
645628.630,4473445.130,1446.010010,1446.01
645628.940,4473445.400,1446.130005,1446.13
645629.250,4473445.760,1446.180054,1446.18
645629.560,4473446.090,1446.119995,1446.12
645629.870,4473446.410,1446.060059,1446.06
645630.120,4473446.750,1445.979980,1445.98
645630.560,4473447.240,1446.089966,1446.09
645630.810,4473447.620,1446.010010,1446.01
645631.130,4473447.940,1446.040039,1446.04
645631.500,4473448.310,1445.949951,1445.95
645631.810,4473448.630,1446.079956,1446.08
645632.250,4473449.100,1446.000000,1446
645632.750,4473449.570,1446.060059,1446.06
645633.060,4473449.910,1446.089966,1446.09
645633.500,4473450.400,1446.069946,1446.07
645633.940,4473450.880,1446.099976,1446.1
645634.310,4473451.290,1446.050049,1446.05
645634.750,4473451.750,1446.180054,1446.18
645635.190,4473452.270,1446.209961,1446.21
645635.630,4473452.810,1446.189941,1446.19
645636.190,4473453.450,1446.250000,1446.25
645636.810,4473454.150,1446.359985,1446.36
645637.120,4473454.500,1446.310059,1446.31
645637.500,4473454.900,1446.319946,1446.32
645637.880,4473455.350,1446.319946,1446.32
645638.250,4473455.770,1446.229980,1446.23
645638.560,4473456.120,1446.239990,1446.24
645638.810,4473456.460,1446.329956,1446.33
645639.060,4473456.810,1446.339966,1446.34
645639.310,4473457.140,1446.310059,1446.31
645639.500,4473457.450,1446.250000,1446.25
645639.810,4473457.810,1446.260010,1446.26
645640.000,4473458.150,1446.359985,1446.36
645640.250,4473458.540,1446.359985,1446.36
645640.500,4473458.880,1446.380005,1446.38
645640.810,4473459.260,1446.390015,1446.39
645641.000,4473459.580,1446.310059,1446.31
645641.190,4473459.940,1446.380005,1446.38
645641.440,4473460.320,1446.380005,1446.38
645641.690,4473460.700,1446.369995,1446.37
645642.000,4473461.070,1446.469971,1446.47
645642.190,4473461.380,1446.479980,1446.48
645642.500,4473461.720,1446.510010,1446.51
645642.750,4473461.990,1446.439941,1446.44
645643.000,4473462.320,1446.469971,1446.47
645643.250,4473462.610,1446.439941,1446.44
645643.500,4473462.890,1446.459961,1446.46
645643.750,4473463.190,1446.489990,1446.49
645644.000,4473463.460,1446.449951,1446.45
645644.250,4473463.810,1446.459961,1446.46
645644.560,4473464.120,1446.459961,1446.46
645644.750,4473464.380,1446.520020,1446.52
645645.000,4473464.650,1446.550049,1446.55
645645.250,4473464.970,1446.510010,1446.51
645645.500,4473465.200,1446.540039,1446.54
645645.690,4473465.440,1446.530029,1446.53
645645.810,4473465.690,1446.530029,1446.53
645646.000,4473465.960,1446.540039,1446.54
645646.120,4473466.240,1446.619995,1446.62
645646.370,4473466.830,1446.569946,1446.57
645646.560,4473467.120,1446.599976,1446.6
645646.750,4473467.410,1446.599976,1446.6
645647.130,4473467.890,1446.599976,1446.6
645647.380,4473468.160,1446.609985,1446.61
645647.620,4473468.430,1446.619995,1446.62
645647.870,4473468.680,1446.609985,1446.61
645648.500,4473469.330,1446.599976,1446.6
645649.370,4473470.100,1446.589966,1446.59
645649.630,4473470.400,1446.589966,1446.59
645649.870,4473470.670,1446.550049,1446.55
645650.560,4473472.140,1446.520020,1446.52
645650.690,4473472.480,1446.500000,1446.5
645650.870,4473472.940,1446.510010,1446.51
645651.000,4473473.320,1446.489990,1446.49
645651.190,4473473.620,1446.489990,1446.49
645651.310,4473473.860,1446.479980,1446.48
645651.500,4473474.140,1446.449951,1446.45
645651.690,4473474.440,1446.430054,1446.43
645651.880,4473474.780,1446.459961,1446.46
645652.120,4473475.130,1446.459961,1446.46
645652.370,4473475.420,1446.420044,1446.42
645652.620,4473475.760,1446.430054,1446.43
645652.940,4473476.100,1446.380005,1446.38
645653.120,4473476.340,1446.339966,1446.34
645653.310,4473476.580,1446.329956,1446.33
645653.500,4473476.880,1446.280029,1446.28
645653.630,4473477.110,1446.349976,1446.35
645653.750,4473477.350,1446.349976,1446.35
645653.810,4473477.590,1446.329956,1446.33
645653.810,4473477.760,1446.290039,1446.29
645653.810,4473477.940,1446.349976,1446.35
645653.750,4473478.150,1446.349976,1446.35
645653.750,4473478.260,1446.380005,1446.38
645671.440,4473470.370,1446.310059,1446.31
645671.620,4473470.350,1446.319946,1446.32
645671.940,4473470.300,1446.319946,1446.32
645672.000,4473470.190,1446.310059,1446.31
645672.060,4473470.020,1446.270020,1446.27
645672.060,4473469.880,1446.209961,1446.21
645672.060,4473469.670,1446.180054,1446.18
645672.000,4473469.440,1446.160034,1446.16
645671.940,4473469.180,1446.199951,1446.2
645671.870,4473468.900,1446.209961,1446.21
645671.810,4473468.610,1446.199951,1446.2
645671.750,4473468.290,1446.359985,1446.36
645671.690,4473467.970,1446.369995,1446.37
645671.500,4473467.610,1446.420044,1446.42
645671.380,4473467.270,1446.390015,1446.39
645671.250,4473466.920,1446.420044,1446.42
645671.060,4473466.540,1446.430054,1446.43
645670.810,4473466.160,1446.430054,1446.43
645670.620,4473465.790,1446.439941,1446.44
645670.370,4473465.330,1446.489990,1446.49
645670.120,4473464.900,1446.469971,1446.47
645669.880,4473464.500,1446.469971,1446.47
645669.620,4473464.060,1446.500000,1446.5
645669.380,4473463.630,1446.560059,1446.56
645669.130,4473463.210,1446.589966,1446.59
645668.810,4473462.770,1446.589966,1446.59
645668.500,4473462.340,1446.619995,1446.62
645668.250,4473461.920,1446.619995,1446.62
645667.940,4473461.490,1446.619995,1446.62
645667.620,4473461.050,1446.589966,1446.59
645667.250,4473460.610,1446.630005,1446.63
645666.940,4473460.180,1446.640015,1446.64
645666.560,4473459.740,1446.609985,1446.61
645666.250,4473459.300,1446.609985,1446.61
645665.870,4473458.840,1446.599976,1446.6
645665.500,4473458.380,1446.599976,1446.6
645665.120,4473457.910,1446.540039,1446.54
645664.750,4473457.440,1446.530029,1446.53
645664.440,4473456.980,1446.520020,1446.52
645664.060,4473456.520,1446.520020,1446.52
645663.690,4473456.050,1446.479980,1446.48
645663.250,4473455.450,1446.469971,1446.47
645662.870,4473454.980,1446.479980,1446.48
645662.500,4473454.490,1446.479980,1446.48
645662.130,4473454.010,1446.449951,1446.45
645661.690,4473453.520,1446.420044,1446.42
645661.250,4473453.010,1446.380005,1446.38
645660.810,4473452.500,1446.369995,1446.37
645660.440,4473451.980,1446.339966,1446.34
645660.000,4473451.350,1446.380005,1446.38
645659.620,4473450.840,1446.349976,1446.35
645659.120,4473450.150,1446.349976,1446.35
645658.690,4473449.560,1446.280029,1446.28
645658.310,4473448.970,1446.329956,1446.33
645657.940,4473448.430,1446.300049,1446.3
645657.630,4473447.890,1446.260010,1446.26
645657.250,4473447.300,1446.260010,1446.26
645656.750,4473446.430,1446.290039,1446.29
645656.370,4473445.830,1446.219971,1446.22
645655.940,4473445.170,1446.199951,1446.2
645655.620,4473444.600,1446.199951,1446.2
645655.190,4473443.890,1446.189941,1446.19
645654.810,4473443.230,1446.180054,1446.18
645654.440,4473442.570,1446.060059,1446.06
645654.130,4473441.930,1446.119995,1446.12
